tab	sites
site	location	samples	specimens	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
SD55	Zalawt plain	SD55-1	SD55-1	735	726	Ma		mag	263.9	-53.1		1.0	1.0	1.0	0.0	t		0.0	17.1253	54.9467	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	249.5	173.0	-14.3	293.6
SD55	Zalawt plain	SD55-1	SD55-1	735	726	Ma		mag	256.0	-55.3		1.0	1.0	1.0	0.0	t		100.0	17.1253	54.9467	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	256.3	182.5	-21.1	292.4
SD56	Zalawt plain	SD56-1:SD56-2:SD56-3	SD56-1:SD56-2:SD56-3	735	726	Ma	2.7	mag	266.1	-56.7	2046.0	3.0	3.0	3.0	0.0	t	2.999	0.0	17.1253	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	3.9	2.8	-13.3	289.6
SD56	Zalawt plain	SD56-2	SD56-2	735	726	Ma		mt	288.3	-52.5		1.0	1.0	1.0	0.0	t		0.0	17.1253	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	247.7	170.5	5.2	287.9
SD56	Zalawt plain	SD56-1:SD56-2:SD56-3	SD56-1:SD56-2:SD56-3	735	726	Ma	2.7	mag	257.1	-59.0	2094.0	3.0	3.0	3.0	0.0	t	2.999	100.0	17.1253	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	4.0	3.0	-20.6	288.1
SD56	Zalawt plain	SD56-2	SD56-2	735	726	Ma		mt	282.3	-57.0		1.0	1.0	1.0	0.0	t		100.0	17.1253	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	261.9	190.5	-1.0	285.6
SD57	Zalawt plain	SD57-1:SD57-2:SD57-3	SD57-1:SD57-2:SD57-3	735	726	Ma	6.4	mag	274.0	-54.4	375.0	3.0	3.0	3.0	0.0	t	2.9947	0.0	17.1252	54.9462	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	9.0	6.3	-6.5	290.3
SD57	Zalawt plain	SD57-1:SD57-2:SD57-3	SD57-1:SD57-2:SD57-3	735	726	Ma	6.4	mag	266.2	-57.5	376.0	3.0	3.0	3.0	0.0	t	2.9947	100.0	17.1252	54.9462	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	9.4	6.9	-13.4	288.7
SD58	Zalawt plain	SD58-1:SD58-2:SD58-3	SD58-1:SD58-2:SD58-3	735	726	Ma	6.5	mag	263.8	-64.2	362.0	3.0	3.0	3.0	0.0	t	2.9945	100.0	17.1251	54.9462	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	10.4	8.3	-16.4	281.0
SD58	Zalawt plain	SD58-1:SD58-2:SD58-3	SD58-1:SD58-2:SD58-3	735	726	Ma	6.5	mag	274.1	-61.2	365.0	3.0	3.0	3.0	0.0	t	2.9945	0.0	17.1251	54.9462	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	10.0	7.7	-8.5	283.1
SD59	Zalawt plain	SD59-1:SD59-2	SD59-1:SD59-2	735	726	Ma	22.1	mag	263.3	-57.9	130.0	2.0	2.0	2.0	0.0	t	1.9923	0.0	17.126	54.945	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	32.5	23.9	-15.7	288.7
SD59	Zalawt plain	SD59-1:SD59-2	SD59-1:SD59-2	735	726	Ma	22.3	mag	253.8	-60.0	127.0	2.0	2.0	2.0	0.0	t	1.9921	100.0	17.126	54.945	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	33.7	25.5	-23.2	287.1
SD6	Zalawt plain	SD6-1:SD6-2:SD6-3	SD6-1:SD6-2:SD6-3	735	726	Ma	33.2	mag	256.4	-46.6	15.0	3.0	3.0	3.0	0.0	t	2.8651	0.0	17.054	54.859	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	42.7	27.5	-19.6	300.7
SD6	Zalawt plain	SD6-3	SD6-3	735	726	Ma		mt	265.8	-43.1		1.0	1.0	1.0	0.0	t		0.0	17.054	54.859	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	223.3	138.5	-10.8	301.8
SD60	Zalawt plain	SD60-1:SD60-2:SD60-3	SD60-1:SD60-2:SD60-3	735	726	Ma	6.7	mag	280.2	-46.0	337.0	3.0	3.0	3.0	0.0	t	2.9941	0.0	17.1254	54.9444	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	8.6	5.5	0.9	295.8
SD60	Zalawt plain	SD60-1	SD60-1	735	726	Ma		mt	261.4	-56.9		1.0	1.0	1.0	0.0	t		0.0	17.1254	54.9444	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	261.5	190.0	-17.0	290.0
SD60	Zalawt plain	SD60-1:SD60-2:SD60-3	SD60-1:SD60-2:SD60-3	735	726	Ma	6.7	mag	275.0	-49.8	337.0	3.0	3.0	3.0	0.0	t	2.9941	100.0	17.1254	54.9444	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	8.9	6.0	-4.5	294.2
SD60	Zalawt plain	SD60-1	SD60-1	735	726	Ma		mt	252.1	-58.7		1.0	1.0	1.0	0.0	t		100.0	17.1254	54.9444	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	267.6	198.9	-24.4	288.7
SD61	Zalawt plain	SD61-1	SD61-1	735	726	Ma		mag	263.0	-60.2		1.0	1.0	1.0	0.0	t		0.0	17.1245	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	272.8	206.8	-16.3	286.1
SD61	Zalawt plain	SD61-1	SD61-1	735	726	Ma		mag	252.5	-62.2		1.0	1.0	1.0	0.0	t		100.0	17.1245	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	280.0	217.8	-24.3	284.3
SD62	Zalawt plain	SD62-1	SD62-1	735	726	Ma		mag	251.6	-60.9		1.0	1.0	1.0	0.0	t		100.0	17.1242	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	275.3	210.6	-24.9	286.0
SD62	Zalawt plain	SD62-1	SD62-1	735	726	Ma		mag	261.7	-59.1		1.0	1.0	1.0	0.0	t		0.0	17.1242	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	269.0	201.0	-17.1	287.5
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	735	726	Ma	8.8	mag	267.5	-56.3	198.0	3.0	3.0	3.0	0.0	t	2.9899	0.0	17.1242	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	12.7	9.1	-12.1	289.7
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	735	726	Ma	9.9	mt	277.6	-60.2	156.0	3.0	3.0	3.0	0.0	t	2.9872	0.0	17.1242	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	15.0	11.4	-5.6	283.5
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	735	726	Ma	8.8	mag	258.7	-58.8	197.0	3.0	3.0	3.0	0.0	t	2.9899	100.0	17.1242	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	13.1	9.8	-19.4	288.2
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	735	726	Ma	9.9	mt	268.1	-63.7	156.0	3.0	3.0	3.0	0.0	t	2.9872	100.0	17.1242	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	15.7	12.5	-13.4	281.1
SD64	Zalawt plain	SD64-1	SD64-1	735	726	Ma		mag	262.8	-59.4		1.0	1.0	1.0	0.0	t		0.0	17.124	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	270.0	202.5	-16.3	287.0
SD64	Zalawt plain	SD64-1	SD64-1	735	726	Ma		mag	252.5	-61.4		1.0	1.0	1.0	0.0	t		100.0	17.124	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	277.1	213.3	-24.2	285.3
SD65	Zalawt plain	SD65-1:SD65-2:SD65-3	SD65-1:SD65-2:SD65-3	735	726	Ma	10.3	mag	268.9	-57.9	144.0	3.0	3.0	3.0	0.0	t	2.9861	0.0	17.1238	54.9433	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	15.2	11.2	-11.4	287.8
SD65	Zalawt plain	SD65-1:SD65-2:SD65-3	SD65-1:SD65-2:SD65-3	735	726	Ma	10.2	mag	259.6	-60.6	146.0	3.0	3.0	3.0	0.0	t	2.9863	100.0	17.1238	54.9433	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	15.5	11.8	-18.9	286.0
SD66	Zalawt plain			735	726	Ma													17.1234	54.9433	Igneous	Volcanic Dike	Mafic Dike			This study	FS-LOC-GPS					
SD67	Zalawt plain	SD67-1:SD67-2:SD67-3	SD67-1:SD67-2:SD67-3	735	726	Ma	5.5	mag	259.3	-51.4	503.0	3.0	3.0	3.0	0.0	t	2.996	0.0	17.124	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	7.5	5.1	-17.8	295.9
SD67	Zalawt plain	SD67-1:SD67-2:SD67-3	SD67-1:SD67-2:SD67-3	735	726	Ma	5.5	mag	251.8	-53.1	500.0	3.0	3.0	3.0	0.0	t	2.996	100.0	17.124	54.9434	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	7.6	5.3	-24.3	295.1
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	735	726	Ma	4.2	lt	1.4	34.9	337.0	5.0	5.0	5.0	0.0	n	4.9881	0.0	17.1162	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	4.8	2.8	87.5	86.7
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-6	SD68-1:SD68-2:SD68-3:SD68-6	735	726	Ma	2.9	mag	74.3	61.2	1000.0	4.0	4.0	4.0	0.0	t	3.997	100.0	17.1162	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	4.5	3.4	22.9	105.5
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	735	726	Ma	4.1	lt	359.4	29.7	342.0	5.0	5.0	5.0	0.0	n	4.9883	100.0	17.1162	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	4.5	2.5	88.7	260.9
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-6	SD68-1:SD68-2:SD68-3:SD68-6	735	726	Ma	3.0	mag	84.3	59.1	969.0	4.0	4.0	4.0	0.0	t	3.9969	0.0	17.1162	54.9463	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	4.5	3.3	15.2	107.2
SD69	Zalawt plain	SD69-1:SD69-2	SD69-1:SD69-2	735	726	Ma	30.7	mag	67.3	54.7	68.0	2.0	2.0	2.0	0.0	t	1.9854	100.0	17.1153	54.9501	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	43.4	30.7	28.1	113.6
SD69	Zalawt plain	SD69-1:SD69-2	SD69-1:SD69-2	735	726	Ma	30.8	mag	75.5	53.4	68.0	2.0	2.0	2.0	0.0	t	1.9853	0.0	17.1153	54.9501	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	42.9	29.8	21.3	114.4
SD7	Zalawt plain	SD7-2	SD7-2	735	726	Ma		mt	337.3	-45.1		1.0	1.0	1.0	0.0	n		0.0	17.0547	54.8589	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	227.9	144.3	41.0	262.1
SD7	Zalawt plain	SD7-2:SD7-3	SD7-2:SD7-3	735	726	Ma	42.2	mag	303.6	-66.1	37.0	2.0	2.0	2.0	0.0	t	1.973	0.0	17.0547	54.8589	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	69.1	56.6	7.5	268.8
SD7	Zalawt plain	SD7-2	SD7-2	735	726	Ma		lt	17.0	30.0		1.0	1.0	1.0	0.0	n		0.0	17.0547	54.8589	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	199.7	110.8	73.7	145.9
SD70	Zalawt plain	SD70-1	SD70-1	735	726	Ma		mag	253.9	-63.0		1.0	1.0	1.0	0.0	t		0.0	17.1153	54.9501	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	283.0	222.5	-23.3	283.2
SD70	Zalawt plain	SD70-1	SD70-1	735	726	Ma		mag	241.8	-63.9		1.0	1.0	1.0	0.0	t		100.0	17.1153	54.9501	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	286.3	227.8	-31.7	281.4
SD71	Zalawt plain	SD71-3	SD71-3	735	726	Ma		mag	80.9	60.3		1.0	1.0	1.0	0.0	t		100.0	17.1149	54.9527	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	273.2	207.3	17.9	106.2
SD71	Zalawt plain	SD71-1:SD71-2	SD71-1:SD71-2	735	726	Ma	28.2	lt	0.4	30.9	81.0	2.0	2.0	2.0	0.0	n	1.9876	0.0	17.1149	54.9527	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	31.5	17.6	89.4	193.9
SD71	Zalawt plain	SD71-3	SD71-3	735	726	Ma		mag	90.0	57.6		1.0	1.0	1.0	0.0	t		0.0	17.1149	54.9527	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	263.9	193.4	10.5	107.9
SD71	Zalawt plain	SD71-1:SD71-2	SD71-1:SD71-2	735	726	Ma	28.1	lt	358.7	25.6	81.0	2.0	2.0	2.0	0.0	n	1.9877	100.0	17.1149	54.9527	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	30.3	16.3	86.2	254.1
SD72	Zalawt plain	SD72-1	SD72-1	735	726	Ma		lt	355.4	22.9		1.0	1.0	1.0	0.0	n		0.0	17.1439	54.9519	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	191.2	101.5	83.2	276.2
SD72	Zalawt plain	SD72-1	SD72-1	735	726	Ma		lt	354.4	17.4		1.0	1.0	1.0	0.0	n		100.0	17.1439	54.9519	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	186.4	96.5	80.2	269.2
SD73	Zalawt plain			735	726	Ma													17.1441	54.9522	Igneous	Volcanic Dike	Mafic Dike			This study	FS-LOC-GPS					
SD74	Zalawt plain	SD74-3	SD74-3	735	726	Ma		lt	0.4	20.9		1.0	1.0	1.0	0.0	n		100.0	17.1438	54.9533	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	189.3	99.5	83.7	231.3
SD74	Zalawt plain	SD74-1	SD74-1	735	726	Ma		mt	37.3	23.0		1.0	1.0	1.0	0.0	n		100.0	17.1438	54.9533	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	191.3	101.6	53.6	147.8
SD74	Zalawt plain	SD74-3	SD74-3	735	726	Ma		lt	1.8	26.1		1.0	1.0	1.0	0.0	n		0.0	17.1438	54.9533	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	194.7	105.3	86.2	207.2
SD74	Zalawt plain	SD74-1	SD74-1	735	726	Ma		mt	39.8	25.2		1.0	1.0	1.0	0.0	n		0.0	17.1438	54.9533	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	193.6	104.2	51.5	145.0
SD76	Zalawt plain			735	726	Ma													17.1302	54.9505	Igneous	Volcanic Dike	Felsic Dike			This study	FS-LOC-GPS					
SD77	Zalawt plain	SD77-1:SD77-2:SD77-3	SD77-1:SD77-2:SD77-3	735	726	Ma	13.2	lt	359.1	30.8	89.0	3.0	3.0	3.0	0.0	n	2.9774	0.0	17.1325	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	14.7	8.2	89.0	294.8
SD77	Zalawt plain	SD77-1:SD77-2:SD77-3	SD77-1:SD77-2:SD77-3	735	726	Ma	13.2	lt	357.6	25.5	88.0	3.0	3.0	3.0	0.0	n	2.9773	100.0	17.1325	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	14.2	7.7	85.6	267.4
SD78	Zalawt plain	SD78-1	SD78-1	735	726	Ma		mag	277.5	-51.6		1.0	1.0	1.0	0.0	t		0.0	17.1329	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	245.1	166.9	-2.9	292.0
SD78	Zalawt plain	SD78-1	SD78-1	735	726	Ma		mag	270.7	-55.1		1.0	1.0	1.0	0.0	t		100.0	17.1329	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	255.7	181.6	-9.3	290.3
SD79	Zalawt plain	SD79-1	SD79-1	735	726	Ma		mag	279.4	-51.8		1.0	1.0	1.0	0.0	t		100.0	17.1335	54.9512	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	245.7	167.7	-1.5	291.3
SD79	Zalawt plain	SD79-1	SD79-1	735	726	Ma		lt	1.8	23.0		1.0	1.0	1.0	0.0	n		100.0	17.1335	54.9512	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	191.3	101.6	84.6	215.9
SD79	Zalawt plain	SD79-1	SD79-1	735	726	Ma		lt	3.5	28.1		1.0	1.0	1.0	0.0	n		0.0	17.1335	54.9512	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	197.1	108.0	86.0	177.0
SD79	Zalawt plain	SD79-1	SD79-1	735	726	Ma		mag	284.6	-47.6		1.0	1.0	1.0	0.0	t		0.0	17.1335	54.9512	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	234.1	152.3	4.0	293.2
SD8	Zalawt plain	SD8-1:SD8-2:SD8-3	SD8-1:SD8-2:SD8-3	735	726	Ma	21.2	lt	358.4	44.3	35.0	3.0	3.0	3.0	0.0	n	2.9425	0.0	17.0566	54.861	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	26.6	16.7	81.0	45.7
SD80	Zalawt plain	SD80-1	SD80-1	735	726	Ma		lt	359.5	29.0		1.0	1.0	1.0	0.0	n		100.0	17.1334	54.9512	Igneous	Volcanic Dike	Felsic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	198.3	109.3	88.3	251.6
